"","x"
"1",98.9357248849848
"2",100.275505171776
"3",99.5668489593617
"4",101.402565233391
"5",100.098712771261
"6",99.4125428291117
"7",100.275544024137
"8",99.7630860634271
"9",99.8608874797084
"10",100.602556801968
"11",98.7107580216521
"12",101.073110877647
"13",99.4431234174721
"14",99.7059227888027
"15",100.024104098472
"16",100.201408454372
"17",100.199637755151
"18",98.6047095017812
"19",101.631343898808
"20",99.807937983467
"21",101.412529467621
"22",100.738851625207
"23",101.279903014629
"24",100.751501923752
"25",101.567352270207
"26",99.3157947038819
"27",98.7478334103548
"28",102.045095971633
"29",101.327933033478
"30",100.114834184701
"31",100.070915355579
"32",99.5896304323675
"33",100.56444304412
"34",101.041774122357
"35",98.1442969163541
"36",100.688133876007
"37",98.4232515743918
"38",101.141042408837
"39",100.018626107189
"40",99.3525261086402
"41",102.189948796518
"42",101.035489994428
"43",102.110591919111
"44",99.8327925661388
"45",99.7846753190814
"46",100.197864056858
"47",98.0439450694915
"48",100.165439709104
"49",99.7300766438909
"50",99.8058307703878
"51",101.685016613073
"52",98.9221262919357
"53",99.6005362127233
"54",100.600118034696
"55",100.3181643632
"56",99.3428979282696
"57",99.2502363528351
"58",99.279090311666
"59",99.0033608887573
"60",100.300700567633
"61",100.483016466009
"62",100.663941776806
"63",100.362368581047
"64",99.6327895478027
"65",99.2505757821139
"66",100.620456127182
"67",101.440735449152
"68",99.0632003707471
"69",100.571265804468
"70",99.0980560271067
"71",100.973433661562
"72",100.024367535663
"73",101.109973193442
"74",100.487499115763
"75",99.619348114855
"76",101.926215183085
"77",101.734377338424
"78",98.8513385021193
"79",99.8193146809187
"80",98.9948551313223
"81",100.644760705923
"82",97.9966111674083
"83",100.767868667148
"84",100.491226150253
"85",99.0567459430962
"86",101.020339074579
"87",100.68066716276
"88",97.952261415678
"89",101.45185801918
"90",100.340699509368
"91",100.868542013799
"92",98.8963279403305
"93",100.232974079256
"94",98.6211377492727
"95",99.7871189740587
"96",97.2868467344433
"97",100.668961040926
"98",99.8599785916616
"99",100.557132862548
"100",98.5558801832177
"101",102.721792173623
"102",100.170239768572
"103",100.999182466042
"104",100.298663092448
"105",100.569084726357
"106",100.948996508297
"107",98.066180757796
"108",101.696020475439
"109",100.337691190603
"110",99.8654951009834
"111",99.5837704736609
"112",100.091885265246
"113",100.724908563518
"114",101.244555916218
"115",100.71481403343
"116",101.544842515334
"117",99.6824379188677
"118",100.327665879738
"119",99.2174583282002
"120",99.1807811697356
"121",100.827418572429
"122",99.3909582680929
"123",98.742849624585
"124",99.9515055431884
"125",98.749415601551
"126",98.7955373890221
"127",101.176830101679
"128",98.25501330641
"129",98.7596869764154
"130",100.695444989624
"131",100.248496536415
"132",100.123059588449
"133",101.831546653049
"134",98.5208829006498
"135",101.300447909755
"136",100.193623393007
"137",97.98538053075
"138",98.5587634942011
"139",99.3366442203266
"140",101.224678698625
"141",100.424886284297
"142",101.013646925189
"143",98.9960368678385
"144",100.044250887199
"145",100.028577241165
"146",99.3602130469975
"147",102.085479763705
