"","x"
"1",97.4446930222943
"2",100.345327071384
"3",99.6298333158385
"4",99.0545792137196
"5",99.5105649574695
"6",101.409400140367
"7",100.356859677628
"8",101.335524883214
"9",99.7758538691577
"10",99.2375776550823
"11",99.655991032628
"12",100.251464359517
"13",98.6777600187584
"14",98.5688159826749
"15",100.133028486164
"16",100.499543007895
"17",99.8234154855486
"18",100.91810263471
"19",99.6682209155575
"20",99.9674566536581
"21",100.644803118358
"22",99.6230303333605
"23",100.489731164052
"24",101.331799594697
"25",98.6863657327336
"26",100.508442077566
"27",100.371427447715
"28",99.2066638326031
"29",100.947890581406
"30",99.634993646641
"31",99.7895038232276
"32",100.035222120859
"33",99.37735511555
"34",98.8997070889321
"35",99.9446285927644
"36",100.944953886437
"37",100.118055082934
"38",102.397276859353
"39",101.807902836136
"40",98.3851057124765
"41",101.387581778611
"42",99.3369075317715
"43",100.837555862777
"44",101.126907889111
"45",100.078277050147
"46",99.7099715367677
"47",100.170624114331
"48",99.0949106146886
"49",99.5087609447811
"50",100.329650964519
"51",100.448787427433
"52",99.8383010937288
"53",99.5917423736047
"54",100.838062034568
"55",100.113474232787
"56",100.987433710629
"57",99.6829359590885
"58",102.775402250801
"59",98.10648012702
"60",98.2912347561366
"61",100.681589471491
"62",97.6823691336364
"63",101.234624164051
"64",97.9327851032074
"65",99.0779681896202
"66",99.2908529090637
"67",100.081010616016
"68",100.076644729346
"69",99.6985415118086
"70",100.713663373524
"71",101.790797800213
"72",99.9833054599981
"73",99.3843844471099
"74",99.9881885762183
"75",100.221269438546
"76",99.079011232527
"77",100.812457302511
"78",99.5591125830514
"79",96.9631297102615
"80",99.4658594113219
"81",99.4318101324428
"82",100.025501681188
"83",100.875581260792
"84",99.7556619933776
"85",101.180765044441
"86",100.490290209213
"87",99.995320160399
"88",98.9906586935686
"89",99.4569774316726
"90",97.7290152425335
"91",99.9231795475017
"92",100.167506709198
"93",100.419577163758
"94",99.2363420424282
"95",101.055858238783
"96",100.850550984813
"97",99.5607343737504
"98",99.2034917819904
"99",99.9725924892526
"100",101.389734251827
"101",98.3158675784862
"102",99.3382130760991
"103",100.004958087872
"104",98.2391392508196
"105",100.00811057829
"106",100.738181154501
"107",100.86802750776
"108",98.4271047894733
"109",100.319077947325
"110",99.5488827460259
"111",99.0318496102313
"112",99.9249506537773
"113",100.94255558927
"114",101.2578474302
"115",100.27505563301
"116",98.2519539701003
"117",100.459475003809
"118",100.480574500753
"119",99.8132425015111
"120",101.890066717306
"121",99.3274970940383
"122",98.6008927324934
"123",99.8267710219496
"124",100.360925702367
"125",99.9968591016549
"126",99.6906057732881
"127",100.616800051967
"128",100.060420145653
"129",98.6288784510656
"130",99.880235879299
"131",98.4608427531313
"132",101.142939496111
"133",99.3877425819629
"134",99.65070067759
"135",99.2161360590315
"136",98.592544580075
"137",99.7995962046217
"138",97.6709030197943
"139",98.9164322515592
"140",102.545609743563
"141",98.4319024141358
"142",98.5965971897629
"143",99.8703520096621
"144",100.355344133496
"145",99.7229542078011
"146",102.13071815786
"147",99.4316537131727
"148",99.234020287196
"149",98.8848583359503
"150",98.7683557476035
"151",99.3809925356499
"152",100.088284387675
"153",99.7735114919004
"154",100.559414764247
"155",98.9971672465489
"156",100.473637526985
"157",100.075398903172
"158",100.190307787975
"159",99.6650009339704
"160",96.9455646576541
"161",101.276663784561
"162",101.283696023366
"163",99.3926670780006
"164",100.966635861273
"165",100.182465948403
"166",101.104599932908
"167",98.8998725843798
"168",100.759614991356
"169",99.1661258589978
"170",99.8143710664137
"171",101.026117769752
"172",98.3774070487087
"173",100.929196810284
"174",100.273739707023
"175",101.755506146249
"176",102.023027233725
"177",100.80254215149
"178",98.5166330428037
"179",98.3255713346814
"180",99.0778707688096
"181",100.82378392048
"182",98.448542782984
