"","x"
"1",99.9572415024303
"2",100.08575887385
"3",99.9747362809885
"4",99.9669156572545
"5",99.9864937230334
"6",100.073322464209
"7",99.9706431867979
"8",99.9403243801646
"9",99.9833181067105
"10",99.9245202914621
"11",100.030231739294
"12",100.122064459551
"13",99.9949697687892
"14",99.8779872303421
"15",100.038498508094
"16",99.9913122491567
"17",99.9270708931471
"18",99.9464633212409
"19",100.079076601343
"20",99.9572767711274
"21",100.036844096761
"22",99.9554591563683
"23",99.9969982884921
"24",100.01429554263
"25",100.066472696988
"26",100.074116235492
"27",100.064486290346
"28",99.9695687677505
"29",100.012206026224
"30",99.9784575609659
"31",100.038465764986
"32",100.000572767448
"33",100.050819406582
"34",100.018160095451
"35",100.035593372919
"36",99.9333213348575
"37",99.9821709011919
"38",100.086925602438
"39",99.9893328442082
"40",99.9153554964357
"41",100.035971183549
"42",100.052037478676
"43",99.952120732086
"44",99.9741277460007
"45",100.01351948703
"46",100.010903603235
"47",99.9902254458928
"48",99.9609584297498
"49",100.070775641415
"50",100.114027672925
"51",100.075176022533
"52",99.9037688760704
"53",99.9884960675323
"54",99.9841499672486
"55",100.045460110992
"56",99.900577591861
"57",99.9800337193755
"58",99.9280173257855
"59",100.005329731493
"60",99.9550666153046
"61",99.9974631109989
"62",99.9855313491745
"63",100.00209381938
"64",99.9806771580134
"65",100.014227611063
"66",100.079640432841
"67",99.9009749077365
"68",100.074404722007
"69",99.9823160329506
"70",99.9800018428928
"71",100.045938333926
"72",99.9639245858782
"73",99.9928732464527
"74",100.13532872969
"75",100.002030636679
"76",100.016339170437
"77",99.9838728496031
"78",100.0032211692
"79",100.021071625345
"80",99.9093663496507
"81",100.001123474725
"82",99.9489557448373
"83",100.113179205342
"84",100.040113554866
"85",99.8774193848909
"86",100.037583133369
"87",99.9490202825822
"88",100.071008571074
"89",99.9703084058493
"90",99.9052434848481
"91",100.068066652152
"92",99.9465265402466
"93",100.070491292882
"94",99.9985799903387
"95",100.032791922644
"96",99.9538713236475
"97",100.128986947386
"98",100.012840029007
"99",100.072401197521
"100",100.043891487553
"101",100.028208682851
"102",100.088474893581
"103",99.943480387818
"104",100.013348565348
"105",99.9772139260401
"106",99.9985374095456
"107",100.020231261409
"108",100.011932958781
"109",100.066908165991
"110",99.9215275774693
"111",99.9722665946134
"112",99.9848172431073
"113",99.920832752725
"114",100.01695547504
"115",100.024955391854
"116",99.8897593053178
"117",100.073219685166
"118",100.12514461338
"119",100.021073120762
"120",99.9063784323324
"121",100.027441702413
"122",99.9808200530834
"123",100.009578276426
"124",100.091278118492
"125",100.0268842416
"126",99.9659868132433
"127",100.038116589341
"128",100.019604005761
"129",99.9812549437567
"130",100.13840206446
"131",99.9913667252752
"132",99.9679699336129
"133",99.9762709597365
"134",100.003054497644
"135",99.9602372407674
"136",99.9819170935523
"137",100.01318144442
"138",99.9361960011454
"139",100.122459192574
"140",99.9941118526528
"141",99.894343940442
"142",100.031889718423
"143",100.041596460725
"144",100.063515485155
"145",99.9474608389632
"146",99.904969919331
"147",99.9479717397457
"148",99.9864334090066
"149",100.162491663836
"150",100.082413583871
"151",100.017220219378
"152",100.101664565673
"153",99.9822560063723
"154",100.013071008328
"155",99.8762639632583
"156",100.044465951467
"157",99.9704550604554
"158",100.023273278481
"159",99.9798934903582
"160",100.074104343988
"161",100.048410491004
"162",100.026537603652
"163",100.035081548918
"164",99.9357660058506
"165",99.9762995182705
"166",99.9719888877217
"167",99.9652981366512
"168",99.8922879301199
"169",99.9035197007066
"170",99.8899011463158
"171",99.901929654748
"172",100.037661909651
"173",99.946443359091
"174",100.052566916435
"175",100.059170003524
"176",100.006317079196
"177",100.076525433127
"178",99.9059279436639
"179",100.057641180805
"180",100.024091297724
"181",99.9824681947631
"182",99.9655607059637
"183",100.009898862537
"184",100.018941169768
"185",100.104634996618
"186",100.068022484576
"187",100.023932465455
"188",100.031958507874
"189",99.9980098021055
"190",99.9544198979743
"191",100.001203954744
"192",99.9753302463197
"193",99.8924307963888
"194",100.015095198658
"195",100.106745779748
"196",99.9963615631599
"197",99.9176037893463
"198",100.026968117977
"199",100.055083110769
"200",100.001686059354
"201",99.9553387651903
"202",100.053183841518
"203",100.015539287032
"204",99.9376159882397
