"","x"
"1",98.498976231306
"2",99.8010449076936
"3",99.1278976396776
"4",99.595026461935
"5",98.7492756499561
"6",100.524053834974
"7",98.9839475845622
"8",101.179283160153
"9",100.97855317589
"10",100.132279608421
"11",100.178503070973
"12",100.61349571243
"13",100.809813579616
"14",102.537147166542
"15",100.104376472975
"16",100.577298700189
"17",101.020128033333
"18",99.1053141396212
"19",100.663882802105
"20",100.651113637433
"21",99.4941150577725
"22",100.062782216547
"23",101.219742918988
"24",100.688663330919
"25",99.6978726980357
"26",101.135665346889
"27",100.351459896761
"28",99.2354986094788
"29",99.9245733350132
"30",100.843880767441
"31",100.011142001355
"32",98.9102568532058
"33",100.016112321304
"34",100.530813923288
"35",101.11726369979
"36",100.152746302607
"37",99.4599236515564
"38",99.121465388262
"39",101.242176321412
"40",99.2000398772787
"41",100.600840029986
"42",99.2300597478299
"43",98.6126141275508
"44",99.7569996086958
"45",99.9063131246676
"46",99.3074696675984
"47",99.5889468643815
"48",99.1406133560284
"49",99.5660866498311
"50",99.9111294750993
"51",100.60867107066
"52",100.449647615241
"53",99.8038802102246
"54",100.740044868739
"55",100.063414648314
"56",98.7636498935708
"57",99.3167249843983
"58",100.480175506453
"59",99.9557554860787
"60",99.9742522432201
"61",101.190796162982
"62",99.0252372484167
"63",99.4012786079294
"64",100.364633327881
"65",98.4575513367923
"66",100.289342693814
"67",99.2741453020834
"68",99.242639825392
"69",99.835141966417
"70",100.734353149352
"71",99.8175511768889
"72",101.068409646221
"73",99.5304339705942
"74",100.593804214772
"75",99.1107191659495
"76",100.467731917199
"77",100.149468098288
"78",99.6030088881848
"79",100.64550863928
"80",100.053618589941
"81",98.9842956291442
"82",100.812305488248
"83",100.272616887722
"84",99.5523318019015
"85",99.8473656578643
"86",99.033087498926
"87",99.8552135513266
"88",99.8422225366989
"89",98.9419416145081
"90",100.065157675474
"91",101.25038890918
"92",100.53542664867
"93",99.7391090905978
"94",100.821902668078
"95",98.8294909092544
"96",100.240449393524
"97",100.178625116645
"98",97.7910997976543
"99",99.1151360016345
"100",100.44029672367
"101",98.9534197583296
"102",100.518717062891
"103",98.9883117244555
"104",101.059622111058
"105",100.097081989764
"106",100.56493609601
"107",100.839974855897
"108",99.3340203895423
"109",101.367413558398
"110",100.315039383018
"111",98.9139808208896
"112",99.9426680004803
"113",99.2807016539955
"114",101.872847822958
"115",100.203764933154
"116",100.079850135528
"117",100.728119766847
"118",100.528289025955
"119",99.4411250007496
"120",100.491284098692
"121",100.930474885822
"122",100.283563354182
"123",100.847873377008
"124",99.208998421417
"125",101.956404914847
"126",100.443637049618
"127",100.672898343027
"128",100.626075342922
"129",100.258331815235
"130",98.4040924261599
"131",100.565399256008
"132",100.112053082572
"133",100.352287556139
"134",100.124293631117
"135",100.451423864571
"136",100.219844609075
"137",100.013339322998
"138",99.6393901576779
"139",100.794580481759
"140",99.6924978221178
"141",100.609678960543
"142",99.7211498764969
"143",99.8613699305398
"144",99.3905052369881
"145",101.069762045685
"146",99.6135256199347
"147",100.464020774835
"148",98.9367539208528
"149",98.7230205637433
"150",99.4281626278173
"151",101.183789054214
"152",100.903067002559
"153",99.193158652809
"154",99.4214181265944
"155",100.690007595653
"156",100.539961236386
"157",100.324018779815
"158",100.236297036866
"159",100.356239381538
"160",99.9055764665093
"161",100.006857747156
"162",100.090711328212
"163",100.005356395233
"164",98.5540715255543
"165",100.754384887429
"166",100.529891189688
"167",101.346953236289
"168",99.9295446580888
"169",100.809106294786
"170",99.170895580372
"171",99.939138769544
"172",99.6019470547952
"173",100.183037913986
"174",99.6908718564386
"175",100.059624302517
"176",99.1190078592171
"177",101.191380538275
"178",101.404946513381
"179",99.2797363255283
"180",99.1526352910473
"181",99.45497341415
"182",101.184303689199
"183",100.162638490637
"184",100.11949459327
"185",101.155744564803
"186",99.3783202038522
"187",100.203991504081
"188",99.9771200004077
"189",99.7711855565384
"190",99.2311604561713
"191",100.332244105858
"192",101.167015382586
"193",99.4689500325173
"194",98.405625370489
"195",100.0014752756
"196",101.000342695832
