"","x"
"1",95.2850202644602
"2",99.7483041050751
"3",102.271878099597
"4",101.779371527494
"5",106.226041089422
"6",100.931458442348
"7",101.17897274152
"8",101.044038787215
"9",97.8243921954494
"10",101.278557392368
"11",93.0353501607028
"12",103.664948213217
"13",99.217584760388
"14",99.3885511230255
"15",101.781560568436
"16",99.2067744458595
"17",98.7642112367757
"18",102.028395558678
"19",106.19922754905
"20",100.671930143309
"21",100.800082347225
"22",97.3468863344485
"23",99.4189428082106
"24",98.261970548883
"25",98.7335596735049
"26",98.1639688313418
"27",96.7166485780549
"28",96.8503771408406
"29",101.102216171387
"30",101.957595396659
"31",101.343569242057
"32",100.766578529908
"33",100.534051983397
"34",99.931609874563
"35",99.6356197223222
"36",101.694844758777
"37",97.5292132614356
"38",101.41572185798
"39",96.3293254017661
"40",100.989824269953
"41",97.9041822666688
"42",102.244971913477
"43",99.5256600339033
"44",100.063705216767
"45",100.027582727278
"46",101.355332053877
"47",96.7654880274864
"48",97.6281487425755
"49",105.430607495253
"50",94.8111287578968
"51",100.71264730861
"52",100.738799356805
"53",98.245215001895
"54",101.245481219237
"55",100.603746973849
"56",106.14606225494
"57",93.5996689850437
"58",100.944231637067
"59",99.2905210721548
"60",96.4236970054318
"61",97.8398604429718
"62",95.3180354221218
"63",103.320225837153
"64",102.632306973959
"65",99.3140528427778
"66",99.0449487893069
"67",101.505552776821
"68",95.704163070833
"69",104.867638987932
"70",95.6548322079029
"71",98.8248116304859
"72",95.7837366167801
"73",98.2297367004471
"74",101.498919673099
"75",101.861753994529
"76",99.7559619736431
"77",100.314846474944
"78",98.5150064528817
"79",100.598563338639
"80",97.3242132703457
"81",101.134855695209
"82",101.370841406435
"83",99.2441890309975
"84",98.3676866896944
"85",95.6985995565378
"86",99.4617106907954
"87",101.72109618645
"88",98.8253728332029
"89",101.764214172111
"90",100.143838441662
"91",97.9753276529325
"92",98.818616154222
"93",100.082396124254
"94",103.522520428581
"95",98.2382659814025
"96",98.5982009575939
"97",95.2697931197182
"98",100.181922557557
"99",101.442739888362
"100",104.418446808392
"101",99.2607958548757
"102",102.089121807595
"103",102.705471780664
"104",105.757256949873
