"","x"
"1",102.759809662197
"2",101.574480034621
"3",98.7255922070457
"4",98.4741815162542
"5",99.0942767202837
"6",101.298621913025
"7",102.180431924045
"8",102.721713534056
"9",100.716514666449
"10",101.828227892637
"11",98.2334524417794
"12",98.4374821752544
"13",99.9586004576851
"14",101.109468261857
"15",99.9762784847211
"16",101.225212690608
"17",99.6642611607327
"18",100.872849807692
"19",100.948428157927
"20",101.972080032775
"21",98.4774516882834
"22",100.530510334411
"23",98.11030373474
"24",97.3481188616285
"25",98.3685622759711
"26",103.569210000609
"27",101.018505084884
"28",98.0530874024891
"29",99.7320148663064
"30",99.1010281466461
"31",99.2042859497618
"32",101.117847031984
"33",99.7351612171423
"34",98.655296044227
"35",100.37679743721
"36",99.6872447457429
"37",99.4998690294664
"38",103.067423744175
"39",100.261898086525
"40",98.5758568553168
"41",100.831139703067
"42",101.985742219896
"43",101.209409451391
"44",98.638609119712
"45",98.8890010659817
"46",100.163556670595
"47",97.7967879223771
"48",101.043099213393
"49",97.5712766494814
"50",98.9136005177806
"51",100.040951369568
"52",98.9725686369499
"53",99.7435394906972
"54",97.0291677731348
"55",102.175580958945
"56",96.9229669451364
"57",99.5166533262949
"58",98.5686469605559
"59",101.960446358062
"60",98.511511199537
"61",100.954351830169
"62",99.5045985492486
"63",101.683346792987
"64",101.383082088711
"65",102.322924746858
"66",97.5964312070549
"67",98.0989738189717
"68",96.5770178841541
"69",99.6339657699416
"70",100.789799314946
"71",103.354120947242
"72",99.7140859548413
"73",101.002277150166
"74",103.469538725437
"75",103.897506720445
"76",99.9846101759586
"77",99.6515374542997
"78",99.3805608392879
"79",100.127172576467
"80",101.891010715091
"81",100.190665516693
"82",98.7440202411664
"83",97.6186209778737
"84",98.2253057107337
"85",96.7152032239217
"86",98.3795345796874
"87",99.1493035903113
"88",99.2350982480072
"89",101.388922924007
"90",99.6641527570459
"91",99.3763265607785
"92",101.539212760834
"93",98.8503083336542
"94",100.82119714921
"95",100.997942825318
"96",98.0233564853453
"97",96.9281293778822
"98",100.471507990455
"99",100.091767521124
"100",100.931133077426
"101",99.7800094816192
"102",101.841789000867
"103",102.4327112087
"104",101.788736035546
"105",101.127665205533
"106",102.355173503062
"107",99.4911977396676
"108",100.381560742222
"109",97.4852728347856
"110",97.5598002250356
"111",100.550639285588
"112",99.6436529154373
"113",102.062686115302
"114",97.4177281810758
"115",99.1325138293537
"116",103.03418130238
"117",97.4018361926297
"118",102.58057942306
"119",97.6456076127939
"120",103.037249955596
"121",99.4355197381018
"122",98.1034896995223
"123",98.4791695956825
"124",99.3911172774778
"125",96.997479930951
"126",96.233526584713
"127",99.555644977147
"128",99.8694097000474
"129",96.1262772398536
"130",96.0725792086728
"131",102.567958157788
"132",103.807655210024
"133",100.481701950184
"134",101.263938141364
"135",98.6866389311245
"136",97.7877477896959
"137",100.788511383793
"138",99.8400519056119
"139",99.3983796092042
"140",98.4073452838904
"141",100.040477960691
"142",96.7285545552365
"143",100.744821166963
"144",99.8269796516472
"145",99.979361627271
"146",98.014651902571
"147",102.390107510117
"148",96.9511145555935
"149",103.64715633455
"150",100.529956284944
"151",101.297210514443
"152",99.3941713664205
"153",102.43019614106
"154",103.754613752848
"155",97.3206050204323
"156",98.6045802942039
"157",100.763169148265
"158",95.9083718413389
"159",99.5633365964022
"160",103.972308789739
"161",99.8040228028406
"162",100.452879028279
"163",100.245314197533
"164",100.444120225223
"165",99.5498259825183
"166",101.853196672693
"167",99.2823616025125
"168",99.959054597253
"169",103.439126220606
"170",98.7674220836964
"171",99.7128476449426
"172",100.970749036852
"173",99.4626258951429
"174",99.9916507338535
"175",98.8461498666723
"176",101.594505933626
"177",100.20956028735
"178",102.644406220798
"179",97.6696836268384
"180",98.6928667822858
"181",101.353909769324
"182",97.6121481373959
"183",99.4834882419676
"184",99.0331521314818
"185",98.5099619941175
"186",100.944564121323
"187",102.234247116088
"188",98.429071633573
"189",100.825063538442
"190",100.498249613237
"191",99.5708987900212
"192",101.349817777782
"193",101.49683218127
"194",103.550286036652
"195",97.4253796627601
"196",96.5683886107303
"197",100.815615256605
"198",96.667687533251
"199",99.2491112046264
"200",99.6410340229486
"201",99.5398176915526
"202",97.4136648967799
"203",99.5156285682953
"204",101.714012791446
"205",96.7362311460848
"206",100.853307154349
"207",100.522970184964
"208",99.1670467610864
"209",98.1151172822539
"210",96.7320189169852
"211",96.2984534934262
"212",103.212730268748
"213",101.532639196243
"214",99.289668726555
"215",97.8445693998545
"216",102.125825923116
